name,latitude,longitude,prov,date,key
"Lycorma delicatula (White, 1845)",40.521871,-76.479064,gbif,2019-12-26,2540883105
"Lycorma delicatula (White, 1845)",39.204556,-78.262581,gbif,2018-01-10,2236580996
"Lycorma delicatula (White, 1845)",35.915346,128.630869,gbif,2018-06-29,1880596697
"Lycorma delicatula (White, 1845)",36.045769,117.988567,gbif,2018-06-20,2397678762
"Lycorma delicatula (White, 1845)",36.49876,127.166331,gbif,2018-07-07,1880655436
"Lycorma delicatula (White, 1845)",35.160592,128.095815,gbif,2018-07-07,1880656609
"Lycorma delicatula (White, 1845)",36.613267,127.465814,gbif,2018-07-10,1883491308
"Lycorma delicatula (White, 1845)",40.510885,-76.099695,gbif,2018-07-28,1890052004
"Lycorma delicatula (White, 1845)",36.809662,126.380318,gbif,2018-07-31,1890073761
"Lycorma delicatula (White, 1845)",31.274603,121.73337,gbif,2018-07-08,2818710374
"Lycorma delicatula (White, 1845)",36.754675,128.07747,gbif,2018-08-02,1890678602
"Lycorma delicatula (White, 1845)",36.385453,127.26773,gbif,2018-08-07,1890712061
"Lycorma delicatula (White, 1845)",40.530135,-75.859165,gbif,2018-08-11,1891324308
"Lycorma delicatula (White, 1845)",36.4191,127.391959,gbif,2018-08-31,1899810953
"Lycorma delicatula (White, 1845)",38.124616,128.628045,gbif,2018-08-14,1932322944
"Lycorma delicatula (White, 1845)",32.056461,118.885925,gbif,2018-08-19,1946198455
"Lycorma delicatula (White, 1845)",39.70765,119.166625,gbif,2018-08-13,1986504043
"Lycorma delicatula (White, 1845)",40.43257,116.569833,gbif,2018-08-27,2873962355
"Lycorma delicatula (White, 1845)",35.831422,129.289245,gbif,2018-09-11,1913184597
"Lycorma delicatula (White, 1845)",36.113144,120.509529,gbif,2018-09-23,1914216201
"Lycorma delicatula (White, 1845)",39.862152,116.305415,gbif,2018-09-23,1914224877
"Lycorma delicatula (White, 1845)",37.221878,110.359567,gbif,2018-09-26,1914237180
"Lycorma delicatula (White, 1845)",40.111989,-75.591055,gbif,2018-09-26,1914240661
"Lycorma delicatula (White, 1845)",41.229141,-75.457726,gbif,2018-09-15,1914249217
"Lycorma delicatula (White, 1845)",40.580514,-75.728938,gbif,2018-09-29,1914335111
"Lycorma delicatula (White, 1845)",40.39101,-75.920596,gbif,2018-09-30,1914335255
"Lycorma delicatula (White, 1845)",40.19829,-75.79314,gbif,2018-09-30,1914338887
"Lycorma delicatula (White, 1845)",40.313874,-76.016494,gbif,2018-10-08,1920823685
"Lycorma delicatula (White, 1845)",40.416744,-76.102091,gbif,2018-10-09,1920828654
"Lycorma delicatula (White, 1845)",40.526818,-76.224513,gbif,2018-10-16,1931516747
"Lycorma delicatula (White, 1845)",40.368532,-75.242741,gbif,2018-10-20,1932326057
"Lycorma delicatula (White, 1845)",40.457325,-75.728172,gbif,2018-10-21,1932336027
"Lycorma delicatula (White, 1845)",40.689577,-75.855922,gbif,2018-10-25,1932352841
"Lycorma delicatula (White, 1845)",36.480908,126.640497,gbif,2018-10-28,1933562594
"Lycorma delicatula (White, 1845)",40.305028,-75.405328,gbif,2018-10-04,2238947754
"Lycorma delicatula (White, 1845)",36.464655,117.264258,gbif,2018-10-03,2269205729
"Lycorma delicatula (White, 1845)",39.824081,-75.674347,gbif,2018-11-01,1933599823
"Lycorma delicatula (White, 1845)",36.525743,127.244639,gbif,2017-07-22,1586112176
"Lycorma delicatula (White, 1845)",36.020316,126.984075,gbif,2017-07-03,1848783942
"Lycorma delicatula (White, 1845)",37.80788,127.059318,gbif,2017-07-01,1993779964
"Lycorma delicatula (White, 1845)",34.763068,113.670248,gbif,2017-07-18,2826278173
"Lycorma delicatula (White, 1845)",34.306893,111.25354,gbif,2017-07-07,2826512791
"Lycorma delicatula (White, 1845)",40.43653,-75.585787,gbif,2017-08-02,1586931802
"Lycorma delicatula (White, 1845)",40.334152,-75.63772,gbif,2017-09-08,1640120321
"Lycorma delicatula (White, 1845)",36.700764,126.426956,gbif,2017-09-16,1880480614
"Lycorma delicatula (White, 1845)",37.175683,128.443179,gbif,2016-07-21,1291137584
"Lycorma delicatula (White, 1845)",33.874956,109.024785,gbif,2016-07-06,1640031265
"Lycorma delicatula (White, 1845)",34.389013,109.269573,gbif,2016-07-07,1890095977
"Lycorma delicatula (White, 1845)",35.827,128.763,gbif,2016-07-17,1945465879
"Lycorma delicatula (White, 1845)",36.742321,126.443461,gbif,2016-08-05,1291667075
"Lycorma delicatula (White, 1845)",36.615584,127.354295,gbif,2016-08-17,1305141376
"Lycorma delicatula (White, 1845)",37.567501,126.893059,gbif,2016-09-17,1323000801
"Lycorma delicatula (White, 1845)",35.84666,127.177141,gbif,2015-08-08,1901064654
